Dimethylmethoxy Chromanol,Best,"Anti-Aging, Evens Skin Tone","Anti-Aging, Evens Skin Tone, Antioxidant",Synthetic molecule that’s analog to vitamin E | Supplies impressive antioxidant properties tied to its potency | Helps to keep skin youthful-looking | Contributes to an even skin tone,"Dimethylmethoxy chromanol (DMC) is a synthetically created potent skin care ingredient and antioxidant. It was purposely made to be structurally similar to vitamin E, even though it expands on that vitamin’s protective abilities. DMC is also often referred to by its trade name, Lipochroman-6. Specifically created for enhanced efficacy, DMC delivers such great antioxidant ability that it’s only recommended for usage in percentages between 0.01% and 0.05%. Protection from environmental agents and the inhibition of pro-aging damage associated with these agents is DMC’s main benefit. Research proves this ingredient clears away unwanted cellular debris and helps alleviate damage from pollution, UV rays and other aggressors. Through the mitigation of this damage, DMC can reduce the appearance of fine lines and wrinkles and help maintain the skin’s architecture, keeping it feeling tight and looking youthful. DMC’s also helps even out skin tone as it tackles dark spots and spots associated with external damage. Due to its antioxidant benefits, DMC features in some sunscreen formulas to help fortify and provide an added layer of UV ray damage mitigation. As a raw material, this skin care ingredient appears as a light yellow to brown powder."
Dipalmitoyl Hydroxyproline,Best,"Hydration, Anti-Aging","Hydration, Anti-Aging, Peptides",An oil-soluble derivative of hydroxyproline | Hydroxyproline is the primary amino acid in skin’s collagen | Helps preserve skin’s supportive elements | The palmitoyl portion comes from hydrating palmitic acid,"Dipalmitoyl hydroxyproline is an oil-soluble version of hydroxyproline, which is the primary amino acid in collagen. Making it oil-soluble improves penetration into skin and lips, where it works to signal skin from the uppermost layers to repair its supportive elements, leading to fewer visible lines and wrinkles. In essence, hydroxyproline is considered a signal peptide. This ingredient works best when paired with oils or glycols since both increase its affinity for skin. Along with supporting skin’s collagen, it also offsets collagen-degrading enzymes known as matrix metalloproteinases. When these enzymes proliferate unchecked, collagen is weakened, leading to signs of sagging and thinning lips. The recommended usage level of dipalmitoyl hydroxyproline is 0.1-2%; clinical studies from suppliers have shown measurable improvement of wrinkle depth when used at 0.5%. Palmitic acid is considered safe for skin, as are proline and hydroxyproline since the latter two are found naturally in skin and its collagen."
Dipeptide-2,Best,Anti-Aging,Anti-Aging,A synthetic peptide made by combining tryptophan and valine. | May be helpful for alleviating undereye puffiness. | Small size allows for sufficient penetration into skin. | Tends to be part of blends with other peptides,"Dipeptide-2 is a small, less complex synthetic peptide made up of the amino acids tryptophan and valine. Studies from one ingredient supplier indicate that this peptide as part of a blend may reduce the look of puffy eyes; however, to date independent research hasn’t supported this claim. Generally, dipeptide-2 is considered a skin conditioning ingredient whose smaller size allows it to easily penetrate skin’s uppermost layers where it can assist with skin renewal and replenishment. For now, that’s the most compelling reason to consider skin care products that contain it. Recommended usage levels on this peptide by itself aren’t available; however, usage levels when this peptide is part of a blend range from 0.5–5%, depending on desired results."
Dipotassium Glycyrrhizate,Best,Soothing,"Soothing, Plant Extracts, Antioxidant",Derived from licorice | Has antioxidant benefits | Strong anti-inflammatory properties | Ruled safe as used in cosmetics | Pale yellow to off-white powder in its raw form,"Dipotassium glycyrrhizate is a potassium salt of glycyrrhizic acid, a soothing compound derived from the roots of the licorice (_Glycyrrhiza glabra_) plant. As with other parts of licorice, it has well-established antioxidant benefits. As alluded to above, along with its ability to fight signs of aging caused by oxidative stress, dipotassium glycyrrhizate is known for its potent anti-inflammatory properties, making it an excellent addition to skin care products design to soothe skin irritation and calm signs of redness. The independent Cosmetic Ingredient Review panel has ruled dipotassium glycyrrhizate safe as used in cosmetics. In its raw form it is a pale yellow to off-white powder. One interesting factoid is that because of its naturally mild sweet taste, dipotassium glycyrrhizate is also used as a flavoring agent. Typical use levels of dipotassium glycyrrhizate in cosmetics is 0.1–0.5%; however, some suppliers recommend up to 2% depending on formulary goals."
Dipotassium Glycyrrhizinate,Best,"Soothing, Dark Spot Fading","Soothing, Dark Spot Fading, Plant Extracts, Antioxidant",,Dipotassium glycyrrhizinate is a component of licorice. This ingredient has soothing and dark spot fading properties when applied topically.
Docosahexaenoic Acid,Best,,"Emollient, Texture Enhancer",,Docosahexaenoic acid is a type of omega-3 fatty acid. This ingredient has emollient and texture enhancing properties in skin care products.
D-Panthenol,Best,"Hydration, Soothing","Hydration, Soothing, Humectant",,D-Panthenol is a form of the pro-vitamin B5 panthenol with hydrating and soothing benefits. See “Panthenol” for a deeper dive into this ingredient.
Drometrizole Trisiloxane,Best,Anti-Aging,"Anti-Aging, UV Filters",Known more commonly as Mexoryl XL | Photostable UVA and UVB filter | Developed and patented by L’Oreal | Not yet approved for wide use in the U.S.,"Drometrizole trisiloxane, known also by its trade name Mexoryl XL, is a photostable UVA and UVB filter developed and patented by cosmetics company L’Oreal. Since its UVA protection peaks at 340 nanometers, it’s generally best to see this combined with other UV filters whose protection peaks further along the UVA range, which goes up to 400 nanometers. Research has found that allergic reactions to drometrizole trisiloxane are considered rare; this UV filter is used in sun protection products sold in the EU, Canada, Australia, and Japan. It is not currently in wide use in the United States because the U.S. Food and Drug Administration says there is not significant evidence yet showing it to be generally recognized as safe and effective for over-the-counter sunscreen use. Interestingly, the FDA has allowed L’Oreal to market a sunscreen in the U.S. that contains this filter."
Dunaliella Salina Extract,Best,"Anti-Aging, Soothing","Anti-Aging, Soothing, Plant Extracts, Antioxidant",,"A type of micro-algae that’s known for being adaptable and able to survive even in harsh natural conditions. It’s a rich source of beta-carotene, and conveys potent antioxidant benefits that can benefit skin. Dunaliella salina extract is also a natural source of vitamin B12."
Ecamsule,Best,,UV Filters,,Sunscreen ingredient that provides UVA protection. Technical name is terephthalylidene dicamphor sulfonic acid.
Echium Plantagineum Seed Oil,Best,"Anti-Aging, Hydration","Anti-Aging, Hydration, Emollient, Plant Extracts, Antioxidant",Non-fragrant plant oil rich in replenishing lipids and omegas | Plays a role in visibly improving signs of sun-damaged skin | Helps interrupt UVB damage within skin’s surface,"Echium plantagineum seed oil is a non-fragrant plant oil that’s a rich source of saturated fatty acids and phospholipids for skin. It’s sometimes referred to as purple viper’s-bugloss. In particular, it’s a very good source the omega-3 fatty acid linolenic acid plus an omega-3 precursor fatty acid known as stearidonic acid. These compounds help repair and strengthen skin’s moisture barrier, in turn making skin less sensitive to external aggressors. The oil expressed from the seeds of this plant is also rich in antioxidants such as vitamin E and caffeic acid. Due to the inherent instability of the oil in the presence of heat, cold or non-heat solvent extraction methods should be utilized. Citric and ascorbic acids as well as sunflower oil have proven to bolster the oil’s stability. Usage levels for this plant oil vary and there are no restrictions on how much can be used in a cosmetic; for example, a brand could offer a 100% pure oil for topical use (it’s also marketed as an omega fatty acid supplement). Typical usage levels in cosmetics range from 1–5%, depending on formulary goals."
